rsrp,rsrq,ref_signal_power,cipher_null,integrity_null,tac_change,cell_barred,auth_present,smc_present,reject_cause,label
-59.38346256391238,-5.411464722739894,33.28620686256291,0,1,1,0,1,1,0,1
-83.213352694442,-6.216965461005698,33.94516804420094,1,0,1,0,0,0,15,1
-70.04268250782026,-9.211028391654073,32.7633779253014,0,0,1,1,0,0,7,1
-108.64521772812414,-9.528301469691419,15.016531530619464,0,0,1,0,1,1,0,0
-96.00007224255663,-12.82066362677715,12.831984385896115,0,0,0,0,0,1,7,0
-93.73168247138629,-5.139789072591847,15.846855136682388,0,0,0,0,1,1,0,0
-92.07644748508737,-11.729941876701078,12.69260610740675,0,0,0,0,1,1,0,0
-73.75543737369483,-8.646322871678612,29.127909033531825,1,0,0,0,0,0,0,1
-98.54028569513747,-9.70718802251368,18.594221120570467,0,0,0,0,1,1,0,0
-74.11628114295654,-5.283585220310475,20.59790414930638,0,1,1,0,0,0,3,1
-100.11102278594673,-11.88545419041037,15.358371069473739,0,0,0,0,1,1,0,0
-90.36351086018819,-5.565163192851822,11.660595388913993,0,0,0,0,1,1,0,0
-88.08937589041449,-6.024559813375483,18.341507975608923,0,0,0,0,1,1,0,0
-97.80761905774382,-10.951860175757322,11.703477114642094,0,0,0,0,1,1,7,0
-91.23090965280056,-12.63892728210252,14.318361371060071,0,0,0,0,1,1,0,0
-97.52994073874866,-12.638528885976829,13.581649810994568,0,0,0,0,1,1,0,0
-91.9657597250787,-9.244436754114984,19.41798010082227,0,0,0,0,1,0,7,0
-91.49990201104104,-6.502983730348543,14.848979862205878,0,0,0,0,1,1,0,0
-100.36912221917265,-7.752331218397436,11.222308486387634,0,0,0,0,1,1,0,0
-93.21123560980254,-15.423090579324798,13.16767279332749,0,0,0,0,1,0,3,0
-68.64611844573287,-3.0,24.400699850053005,1,0,0,0,0,1,7,1
-102.60017643928465,-12.98925587800717,21.086801810947836,0,0,0,1,1,1,7,1
-83.19240761557192,-8.813472680912476,17.99906221463249,0,0,0,0,1,0,0,0
-83.51759874683648,-15.952429669386987,15.073576862285279,0,0,0,0,1,1,0,0
-103.49931529487651,-13.741952409082508,17.65716920822254,0,0,0,0,1,1,3,0
-98.87335546666863,-6.217188029311047,13.431095948318868,0,0,0,0,1,1,3,0
-65.33978659774134,-13.423758064693564,22.67100707981305,1,1,0,0,0,0,0,0
-95.7103715817,-6.851504182410043,18.45236981444363,0,0,0,0,1,1,0,0
-91.86988272053412,-7.104488521814003,10.277622640986039,0,0,0,0,1,1,0,1
-73.02526057180211,-7.068098589811678,34.24627219045745,1,1,0,0,0,0,15,1
-76.75429924718935,-11.866508908631442,26.075833412478424,1,0,1,0,1,0,7,1
-66.12872696137853,-9.017734252118494,21.8282721475127,1,0,0,0,1,1,15,1
-96.53075189356048,-4.231161417800268,12.422176940469136,0,0,0,0,1,1,0,0
-92.47515997127728,-12.604580291922339,14.777259789400023,0,0,0,0,1,1,0,1
-97.69860129654805,-13.930890249296318,15.80340118910372,0,0,0,0,1,1,7,1
-67.74026209192304,-3.0,26.175031566406446,1,0,1,1,0,0,3,1
-91.38132839485489,-14.325936206920039,19.225542344123532,0,0,0,0,1,1,0,0
-78.26981041631849,-9.197068843043853,29.025400397720674,1,1,1,0,0,0,12,1
-100.02070029149536,-11.228946785104005,8.808668669040355,0,0,0,0,1,1,7,0
-71.2686255716686,-8.218577104272807,30.365658264963777,1,0,0,0,1,0,22,1
-102.30302389375062,-9.619399071112472,9.763619790448058,0,0,0,0,1,1,0,0
-68.78696501807156,-7.824044286863854,25.08698616551884,1,0,1,1,0,1,12,1
-108.46295817292643,-7.001991002576533,9.962347733175466,0,0,0,0,1,1,0,0
-75.87228621651747,-10.756864716690428,28.259116638001828,0,1,1,0,0,1,3,1
-98.38638649635323,-11.18371855560818,18.063821810904933,0,0,0,0,1,1,0,0
-107.92526671456542,-10.62709676808226,16.02596791377416,0,0,0,0,1,1,0,0
-91.1588527728671,-8.650064975960357,19.931454973236036,0,0,0,0,1,1,0,0
-96.92349757656274,-9.832181949602798,19.30289186997677,0,0,0,0,1,0,0,0
-96.18022944192282,-10.437431374266447,18.48790199887603,0,0,0,0,1,1,0,0
-96.9511688814187,-9.491578386420219,8.838582496606357,0,0,0,0,1,1,0,0
-97.9086663224544,-7.633276349850282,18.40344361543677,0,1,0,0,1,1,3,0
-88.18971540124168,-8.506231197191864,9.600530350817134,0,0,0,0,1,1,0,0
-63.94308967911449,-11.184307180930006,36.95398044305522,0,0,0,0,1,0,0,1
-91.52461085163314,-13.540002335401777,12.594156753763976,0,0,0,0,1,1,0,0
-100.32407765830955,-4.9492413713859325,11.113524907948161,0,0,1,0,1,1,3,0
-92.14503152680392,-7.0976011812249675,17.729570039251172,0,0,1,0,1,1,3,0
-111.40137680824819,-11.741954208236754,19.715818314366594,0,0,0,0,1,1,0,0
-106.65724655884533,-12.39073296789007,17.164523352872163,0,0,0,0,1,1,0,0
-96.27347897104049,-12.32395556878619,15.908651193549865,0,0,0,0,1,1,7,0
-88.13619294994277,-8.049252983264907,17.647790357722066,0,0,0,0,1,1,0,0
-64.1789342091478,-8.277190211647351,39.109961445922636,0,0,1,1,1,0,12,1
-69.34541173328807,-7.94731952548718,28.72466126038353,1,0,1,1,0,0,12,1
-86.14969031952089,-10.493953082631855,16.359234297961724,0,0,1,0,1,1,0,0
-88.29498745684495,-8.026335968700462,8.512299492679162,0,0,0,0,1,1,3,0
-107.28513655940895,-5.36952143195634,15.606163183061065,0,0,0,0,1,1,0,0
-87.03438891280061,-9.088487723087312,9.79288105034596,0,0,0,0,0,1,3,0
-89.91879242548477,-7.37036918775544,15.9787277019494,0,0,0,0,1,1,7,0
-91.3457980995407,-6.419144284430869,22.26610798456042,0,1,0,0,1,1,0,0
-78.71507030204151,-8.766320561127102,32.67857322856997,0,1,1,0,1,1,0,1
-62.339471110522005,-6.448092200098509,24.473722491405244,0,1,1,1,0,0,0,1
-101.60983573091163,-5.567819005075993,20.060639781953306,0,0,0,0,1,1,0,0
-58.72089985032822,-10.212850715874803,29.847875701961236,1,1,0,0,0,0,12,1
-89.115335260573,-13.007127237298652,12.324362639986322,0,0,0,0,1,1,7,0
-102.22341742469621,-8.869156642913882,11.233849591080796,0,0,0,0,1,1,7,0
-71.75946264607674,-10.919696863861173,16.164820804525974,1,0,0,0,1,1,0,1
-86.46222066742413,-10.357506511983761,12.729111426989194,0,0,0,0,1,1,3,0
-75.35333773193203,-4.7101523605731614,33.47454182292416,1,1,0,0,0,0,3,1
-110.49573546164332,-11.808158089090668,11.493740703267212,0,0,0,0,1,1,7,1
-69.36905269286437,-4.741836085417022,31.291697312058055,1,1,0,0,0,0,22,1
-102.97797462081185,-11.984250676920448,6.2298260367703655,0,0,0,0,1,1,0,0
-72.5053658386662,-7.292139752611302,37.931107836316194,1,1,0,0,0,0,3,1
-88.54393374444423,-13.485803219140262,19.26274069888019,0,0,0,0,1,1,0,0
-61.33780418231406,-3.0,23.214173273754238,0,0,1,0,0,0,12,1
-97.8501117684914,-8.157188684928808,19.034673423819356,0,0,0,0,1,1,7,0
-87.57362406745213,-9.15079423597003,16.973071175356395,0,0,0,0,1,1,7,0
-93.86059411143547,-11.870802067774639,11.369529975597597,0,0,0,0,1,1,0,0
-72.32580622105849,-9.125688146251807,26.738900708708947,0,0,1,0,0,0,3,1
-68.01768703227056,-15.923198688273096,30.01814586398952,0,1,0,0,0,0,0,1
-84.0925703033144,-9.354705592542892,19.541098926612754,0,0,0,0,1,1,0,0
-71.42490545478903,-6.004535359669893,33.32589180811226,1,0,1,0,1,0,7,1
-61.309587564186316,-3.0,17.551582945390315,0,1,1,0,1,0,3,1
-67.45389334469188,-11.227259771600476,26.267800806218276,1,1,1,0,0,0,22,1
-89.07988610956532,-10.812680881212811,17.219186086901253,0,0,0,0,1,1,7,0
-98.86232126979716,-8.353051377769267,12.956661763787938,0,0,0,0,1,0,0,0
-92.78980656537156,-12.954984783173327,12.69320604428999,0,0,0,0,1,1,3,0
-100.23317152054237,-10.25034634967978,19.829700113244805,0,0,0,0,1,1,7,0
-62.45632659319355,-5.898391235342533,28.731334597499306,1,0,0,0,0,0,3,1
-92.18594873280637,-14.080775098867981,13.914494028273102,0,0,0,0,1,1,0,0
-92.07709006348986,-7.994333970229793,15.81282773357562,0,1,1,0,1,1,3,0
-94.82518283581246,-8.871866891132166,20.743976071070858,0,0,0,0,1,1,0,0
-71.80435379310252,-10.178463785073806,18.80932765772362,1,1,0,0,0,1,7,1
-105.53464168846594,-13.583096442173378,18.082795128379054,0,0,0,0,1,1,0,0
-104.37253303060274,-11.779660554611077,24.570706892072966,0,0,0,0,1,1,7,0
-71.60105963258964,-12.508244606598993,24.97169724786711,0,1,1,1,0,0,0,1
-76.82071894632223,-5.794457658805564,22.494705343768924,0,0,0,0,0,0,22,1
-108.49867547166424,-9.227078737236518,19.362639744352528,0,0,0,0,1,1,0,0
-101.51018182598303,-9.740483374235614,15.409889468412628,0,0,0,0,1,1,0,0
-74.75042083995832,-3.0,37.525746360244085,1,0,0,0,1,1,22,1
-68.27802884147428,-10.777097621959673,32.83379416058242,0,0,0,1,1,0,0,1
-86.08326044338098,-10.53596550704167,18.144797074611656,0,0,1,0,0,1,0,0
-107.50782358294951,-11.848147076668376,12.332996599172578,0,0,0,0,0,1,0,0
-64.9515017071938,-9.190080663379185,31.163640514722793,1,1,0,1,1,0,0,1
-76.56461825709992,-7.552233642241951,30.385268347091028,0,0,1,0,0,0,12,1
-92.56226336196455,-13.967623399875038,13.215722486164665,0,0,0,0,1,1,7,0
-69.44081452170471,-7.652851299428352,33.42176687333925,0,0,1,0,0,0,22,1
-90.087206583099,-12.670062249290808,20.288543576313906,0,0,0,0,1,1,0,0
-84.5714794575353,-6.126912834447594,17.183515350956583,0,0,0,0,1,0,7,0
-65.90339492615264,-7.540501143788023,28.80881198117955,1,0,0,1,0,0,0,1
-97.90443077252057,-16.04230778459587,15.869761661213046,0,0,0,0,1,1,0,0
-76.61936058933718,-3.0,24.459704199847145,0,1,1,0,0,0,12,1
-75.93918173852741,-7.810513632953411,14.964264528432118,0,0,0,0,1,1,3,0
-65.4942621700649,-11.698560312761431,28.723939438021205,1,1,0,0,0,0,15,1
-99.30130061522418,-14.746501048380754,13.314650901417203,0,0,0,0,1,1,0,0
-81.16803727291438,-10.707502731442544,19.256837955432033,0,0,0,0,1,1,0,0
-66.10168701156609,-5.627682951630787,29.50742965167019,1,0,1,0,0,0,15,1
-65.20816443370816,-7.046896343689916,26.412182826369307,1,1,0,0,1,0,0,0
-69.39485140057371,-3.280831106934474,20.257759071378455,1,0,0,1,0,1,12,1
-73.57289371865801,-8.181060351770409,18.90960308199264,1,1,0,1,1,0,0,0
-90.8306619541431,-10.93706632496761,11.577894188365697,0,0,0,0,1,1,0,0
-79.75161490966664,-10.372330886958453,27.873012983744577,0,0,1,1,0,0,22,1
-71.93387106551207,-4.832191910169954,27.14514355483532,1,1,0,1,0,0,3,1
-73.69068105355201,-10.895295907289576,24.662066495769118,1,0,1,0,0,0,0,1
-102.46894144007902,-10.753307764110737,19.870900749804544,0,0,0,0,1,1,0,1
-98.67072394519441,-14.68360876656664,15.616319968595475,0,0,0,1,1,1,0,0
-65.78714888617506,-6.7513283157411506,25.67727818999387,1,0,0,0,0,1,0,1
-94.7526617757384,-8.304539863570692,11.341694886690595,0,0,0,0,1,1,7,0
-93.69797547915995,-7.612665970767301,14.381556965520364,0,0,0,0,1,1,3,0
-87.7311891208631,-6.523151252869301,9.379342557292158,0,0,0,0,1,1,0,0
-63.5035250482635,-9.85235183620652,16.423601615551306,0,1,0,0,0,0,22,1
-103.67510457786693,-5.796441174898312,15.845840609455669,0,0,0,0,1,1,0,0
-98.32285808143749,-3.0704667337297664,13.051545756739287,0,1,0,0,1,1,0,0
-89.77404093375019,-7.086980992122436,15.358035999055256,0,0,0,0,1,1,3,0
-88.2654394648795,-10.038816304310764,14.344943583511194,0,0,0,0,1,1,0,0
-67.16853997305272,-8.789240225232795,36.99001235051106,0,0,0,0,0,0,12,1
-111.01236595550944,-16.16428392302588,14.383866733696534,0,0,0,0,1,1,3,0
-76.65249559841561,-5.934677580052459,29.03103063404045,1,0,0,1,0,0,3,1
-70.59456189455496,-9.46850337257115,30.769462793794812,1,1,0,0,0,1,22,0
-70.55017109369695,-5.685623522677159,35.35884627747767,0,0,1,0,1,0,3,1
-58.589818318467564,-6.371290757430652,28.573962651182804,0,1,0,0,0,0,7,1
-101.82435142058864,-9.107466786443336,12.857140508922399,0,0,0,0,1,1,0,0
-91.93298309454023,-12.082415683436997,18.903936201176208,0,0,0,0,1,1,0,0
-96.77228892584641,-11.40950952549618,9.825980562646496,0,1,0,0,1,1,0,0
-88.78129939150605,-10.34262967533351,12.65632715819366,0,0,0,0,1,1,3,0
-103.88883920734047,-13.461024749199282,12.771317891787602,1,0,0,0,1,1,0,0
-106.30212707113893,-11.366583535010292,13.202066280921184,1,0,0,0,1,1,3,0
-94.44064335204139,-12.3944600732645,10.964136089646988,0,0,0,0,1,1,7,0
-96.32926273559787,-10.084053354687232,18.640405979759084,0,0,0,0,1,1,0,0
-75.91586610051549,-4.618803010810668,33.18022625657299,1,1,0,0,0,0,3,1
-66.81029079517975,-3.0,28.614623089036606,0,1,0,0,0,0,15,1
-92.48873430833957,-3.0,9.125442278738833,0,0,0,0,1,0,0,0
-79.77569681748514,-11.8113164657701,37.57183638528544,0,1,1,1,0,0,12,1
-62.35215306282762,-4.365544264228529,41.14618558945613,0,1,0,0,0,0,7,1
-98.2939953414772,-12.649598893465374,16.962427609823553,0,0,0,0,1,1,0,0
-95.01535882541077,-7.967545473725819,10.921661967330227,1,0,0,0,1,0,0,0
-87.83852014422651,-11.480204021148037,9.37399749195107,0,0,1,0,1,1,7,0
-112.97814844272685,-12.404856522305352,22.888783807775255,0,1,0,0,1,1,0,0
-71.86689658287614,-7.747252782511051,20.6948284140504,0,1,1,0,0,0,0,1
-99.67899307946401,-8.407918185925801,13.74783085629518,0,0,0,0,1,1,3,0
-94.53380535251642,-11.210776355558002,12.321274287711187,0,0,0,0,0,1,0,0
-101.29252620083335,-9.665948711805665,11.99710152693955,0,0,1,0,1,1,0,0
-62.6544587671241,-7.058202357099475,27.426256291548857,0,1,1,0,1,0,15,1
-102.70910755495044,-8.640943731063485,12.374055572725105,0,0,0,0,1,1,3,0
-73.3555529192185,-9.96806516533637,21.352421684242575,1,0,0,0,1,0,15,1
-67.2241006225262,-5.348760430926122,24.95140038326681,1,1,1,1,0,0,15,1
-89.4791646018879,-12.90940118534522,12.403760987834882,0,0,0,1,1,1,0,1
-93.37779961398107,-13.232683986601977,20.613881539070018,0,0,0,0,1,1,3,0
-88.14564813946778,-8.975473943389591,14.022684579281883,0,0,0,0,0,1,0,0
-91.1434653157958,-7.964428145799916,16.741015828684255,0,0,0,0,1,1,0,0
-68.02574927313445,-4.275196930030104,33.38576705216124,0,0,0,0,0,0,3,1
-92.8372540857462,-7.685400220714242,16.32616678053477,0,0,0,0,1,1,0,0
-100.9375367519795,-15.127678311730467,13.867346684453976,0,1,0,0,1,1,0,0
-87.84629337189273,-10.75618844621007,17.259669125091648,0,0,0,0,1,1,0,0
-93.73504732075912,-5.187312685944958,10.500282579591381,0,0,0,0,0,1,0,0
-95.01114121154679,-13.131832214405925,17.104808072495583,0,0,0,0,1,1,0,1
-97.26236599318057,-12.55245886714808,13.979343299914182,0,0,0,0,1,1,0,0
-66.65850308341561,-12.783829233875691,23.322734270176774,1,1,0,0,0,1,22,1
-58.94650146115302,-10.67493426777445,28.928267677226348,0,0,1,0,0,0,15,1
-62.700307247208336,-11.261181569661668,26.56001554500437,0,0,0,0,0,0,15,1
-68.15280499161412,-3.3328712120016157,23.654563202612934,1,1,0,0,1,0,15,1
-72.36804943083362,-6.112326156432264,25.26769692735688,1,1,1,0,1,1,7,1
-74.06417101423716,-8.745445345837425,35.788183720083694,1,1,0,0,0,0,3,0
-69.57282628756302,-11.318104826556418,27.61607312262383,1,0,1,0,0,0,15,1
-70.54363769596706,-7.812131263113329,17.111561909523306,0,0,0,0,0,0,3,1
-80.68683400135707,-4.203641424233966,31.607061867796467,1,0,1,1,0,1,7,0
-92.68866666265035,-7.668781123027305,19.036399214936022,0,0,0,0,1,1,0,0
-97.4747723177619,-10.654087384313266,13.8797254924765,0,0,0,0,1,1,0,0
-95.9350414912682,-10.344333847005768,16.453052316990124,0,0,0,0,1,1,3,0
-100.02452866980299,-5.2293435831346615,19.067908192951425,0,0,0,0,1,1,7,0
-67.21077216491975,-5.334747251211827,28.677647316014987,1,1,0,0,1,1,22,1
-92.82104195780609,-11.685419630576769,15.831002390456495,0,0,0,0,1,1,0,0
-71.23823456997418,-7.816566698293851,35.90373354410154,1,1,1,0,1,0,0,1
